regionID|constellationID|solarSystemID|solarSystemName|x|y|z|xMin|xMax|yMin|yMax|zMin|zMax|luminosity|border|fringe|corridor|hub|international|regional|constellation|security|factionID|radius|sunTypeID|securityClass|allianceID|unknown1|unknown2|unknown3
10000001|20000001|30000001|"Tanoo"|-8.85E+016|4.24E+016|4.45E+016|-8.85E+016|-8.85E+016|4.24E+016|4.24E+016|4.45E+016|4.45E+016|0.02|TRUE|FALSE|FALSE|TRUE|TRUE|TRUE|TRUE|0.86|"null"|1323338364984|3802|"B"|"null"|"null"|"null"
10000001|20000001|30000002|"Lashesih"|-1.03E+017|4.17E+016|2.99E+016|-1.03E+017|-1.03E+017|4.17E+016|4.17E+016|2.99E+016|2.99E+016|0.01|TRUE|FALSE|TRUE|FALSE|TRUE|TRUE|TRUE|0.75|"null"|1018399993728|3798|"B"|"null"|"null"|"null"
10000001|20000001|30000003|"Akpivem"|-9.12E+016|4.39E+016|5.65E+016|-9.12E+016|-9.12E+016|4.39E+016|4.39E+016|5.65E+016|5.65E+016|0.62|TRUE|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|0.85|"null"|2473362499136|3799|"B"|"null"|"null"|"null"
10000001|20000001|30000004|"Jark"|-9.37E+016|5.06E+016|2.84E+016|-9.37E+016|-9.37E+016|5.06E+016|5.06E+016|2.84E+016|2.84E+016|0.35|TRUE|FALSE|TRUE|FALSE|TRUE|TRUE|TRUE|0.82|"null"|1771412319698|6|"B"|"null"|"null"|"null"
10000001|20000001|30000005|"Sasta"|-9.48E+016|4.31E+016|3.19E+016|-9.48E+016|-9.48E+016|4.31E+016|4.31E+016|3.19E+016|3.19E+016|0.02|TRUE|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|0.81|"null"|2563946355912|3800|"B"|"null"|"null"|"null"
10000001|20000001|30000006|"Zaid"|-8.48E+016|5.23E+016|5.71E+016|-8.48E+016|-8.48E+016|5.23E+016|5.23E+016|5.71E+016|5.71E+016|0.02|TRUE|FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|0.86|"null"|1734441937976|7|"B"|"null"|"null"|"null"
10000001|20000001|30000007|"Yuzier"|-9.04E+016|5.34E+016|4.90E+016|-9.04E+016|-9.04E+016|5.34E+016|5.34E+016|4.90E+016|4.90E+016|0.01|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|0.91|"null"|1297306278056|3800|"B"|"null"|"null"|"null"
10000001|20000001|30000008|"Nirbhi"|-9.16E+016|5.73E+016|5.53E+016|-9.16E+016|-9.16E+016|5.73E+016|5.73E+016|5.53E+016|5.53E+016|0.04|TRUE|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|0.88|"null"|3716798399124|3800|"B"|"null"|"null"|"null"
10000001|20000002|30000009|"Sooma"|-8.41E+016|6.92E+016|7.52E+016|-8.41E+016|-8.41E+016|6.92E+016|6.92E+016|7.52E+016|7.52E+016|0.01|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|0.58|"null"|1835829276688|3800|"B1"|"null"|"null"|"null"
10000001|20000002|30000010|"Chidah"|-8.06E+016|6.16E+016|7.98E+016|-8.06E+016|-8.06E+016|6.16E+016|6.16E+016|7.98E+016|7.98E+016|0.07|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|0.54|"null"|2834263129672|8|"B1"|"null"|"null"|"null"
10000001|20000002|30000011|"Shenela"|-6.96E+016|5.71E+016|8.07E+016|-6.96E+016|-6.96E+016|5.71E+016|5.71E+016|8.07E+016|8.07E+016|0.01|TRUE|FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|0.46|"null"|1295576124296|3800|"B1"|"null"|"null"|"null"
10000001|20000002|30000012|"Asabona"|-8.88E+016|5.75E+016|9.63E+016|-8.88E+016|-8.88E+016|5.75E+016|5.75E+016|9.63E+016|9.63E+016|0.71|TRUE|FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|0.32|"null"|3075451729664|3799|"B2"|"null"|"null"|"null"
10000001|20000002|30000013|"Onsooh"|-8.18E+016|6.03E+016|8.66E+016|-8.18E+016|-8.18E+016|6.03E+016|6.03E+016|8.66E+016|8.66E+016|0.98|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|0.44|"null"|3468485663152|6|"B2"|"null"|"null"|"null"
10000001|20000002|30000014|"Shamahi"|-7.78E+016|7.17E+016|8.79E+016|-7.78E+016|-7.77E+016|7.17E+016|7.17E+016|8.79E+016|8.79E+016|0.57|TRUE|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|0.36|"null"|4388111818136|3797|"B2"|"null"|"null"|"null"
10000001|20000002|30000015|"Sendaya"|-7.50E+016|4.77E+016|9.52E+016|-7.50E+016|-7.50E+016|4.77E+016|4.77E+016|9.52E+016|9.52E+016|0.08|TRUE|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|0.29|"null"|2835135884784|3798|"B2"|"null"|"null"|"null"
10000001|20000002|30000016|"Nazhgete"|-8.36E+016|6.37E+016|8.98E+016|-8.36E+016|-8.36E+016|6.37E+016|6.37E+016|8.98E+016|8.98E+016|0.01|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|0.39|"null"|1414100419584|3800|"B2"|"null"|"null"|"null"
